Year,Grade,Subject,strDate,Specials
2012,1,자율활동,79,"학급 학예부원(2012.03.02-2013.02.28)으로서 자율형 공립고 출범식 및 교내 체육대회(2012.05.10)에서 학급 단합을 위해 헌신적으로 활동하여 학급의 인화 단결에 기여하였음. 학교 폭력 예방 및 대책 교육(2012.03.22, 울진경찰서), 학교 폭력 예방 교육(2012.09.11), 성교육(2012.09.25, 경북여성통합상담소), 학교 폭력예방 캠페인 1차(2012.10.08), 학교 폭력 예방 캠페인 2차(2012.10.12), 학교 폭력 예방 연극 관람(2012.09.06) 등의 행사에 적극적으로 참여하여 학교 폭력의 부당성에 대한 이해의 폭을 넓히고, 학생 정서 행동 발달 선별 검사(2012.04.25)에 참여하여 자신의 정서 행동 발달 정도를 파악하는 계기를 마련하였음. 재난 대응 안전 한국 훈련(2012.04.26), 정전대비 전국민 훈련(2012.06.20), 나라사랑 마음교육(2012.10.23), 소방 교육(2012.11.12) 등에 적극적으로 참여하여 각종 재난 대비에 대한 교육을 이수하였음. 사제동행 ‘코리아’ 영화관람(2012.06.07), 도서관 시화 전시회(2012.06.01-06.09), 독서의 달 행사(2012.09.10-09.19), 독도의 날 행사(2012.10.22-10.26), 교내 문예 백일장(2012.10.24), 신나는 예술여행 문화체험 활동(2012.11.09), 교내 축제 ‘연호제’ (2012.12.21-12.24)에 적극적으로 참여하여 다양한 문화체험 활동의 기회를 가졌음."
2012,1,동아리활동,35,(한문고전강독반)전통문화에 대한 관심이 많고 상식도 풍부함. 울진 향교 탐방에 참여하여 유교문화에 대한 이해의 폭을 넓힘.
2012,1,봉사활동,,"울진교육지원청이 주관하는 '2012 울진과학꿈잔치'(2012.05.18) 행사에 참가하여 행사 보조, 행사장 주변 정리 활동을 성실히 수행함. 경상북도가 주최하는 제12회경북과학축전 열린과학체험마당 부스 운영 도우미로 참가하여 과학 지식 나눔 활동을 성실히 수행함(2012.10.12-2012.10.14/21시간). 울진군보건소 방문보건사업 홍보용 스티커 부착에 참여하여 캠페인 활동을 수행함(2012.08.09-2012.08.10/8시간)."
2012,1,진로활동,35,"적성검사(2012.04.16-04.20, 커리어넷 아로플러스), 진로 적성검사(2012.08.29)를 실시하여 얻은 결과를 바탕으로 진로 및 적성에 관한 다양한 상담과 추수 활동을 함. 경북대학교 초청 입시설명회(2012.03.22), 서울시립대 초청 입시 설명회(2012.06.22)를 통해 대학 진학에 대한 구체적인 사항을 숙지하고 계획을 세움. 박동규 시인 강연회(2012.05.09, 울진 희망 아카데미), UN 경제사회이사회 남상민 박사 초청 강연회(2012.08.31), 울진 군수 초청 강연(2012.11.22)을 통해 그들의 열정과 노력을 간접적으로 체험하였으며, 진로 탐색의 계기를 마련하였음. 빅뱅 과학 꿈잔치 관람 및 봉사활동(2012.05.19)을 통해 다양한 활동에 관심을 보이고 직접 체험의 기회를 가짐. 자기주도적 학습 캠프(2012.12.27, 하자교육연구소)에 능동적으로 참여하여 자신에게 적합한 학습 태도를 구축하고 자기주도적 학습의 발판을 마련하는 기회가 됨."
2013,2,자율활동,72,"장애이해교육주간(2013.04.15-2013.04.20)을 통해 장애인에 대한 관심과 이해를 가지게 되었으며 더 나아가 주변의 장애를 가진 사람들과 도움이 필요한 사람들에게 적극적인 도움을 줄 수 있는 태도를 길러 더불어 함께하는 사회를 이룩하는 데 기틀을 다지는 좋은 기회가 됨. 세계 책과 저작권의 날(2013.04.23), 독도의 날(2013.10.21-2013.10.25), 독서의 달 행사(2013.09.10-2013.09.11) 등을 통해 학교 교육과정에서 다루지 못하는 특정한 주제나 기념일의 의미와 시사적인 교훈들을 얻는 기회가 됨. 2013년 재난 대응 안전한국훈련(2013.05.07)은 지난해 발생하였던 동일본 지진에 따른 쓰나미 피해를 교훈삼아 실시된 대피 훈련으로서 불시에 발생할 수 있는 재난에 대처할 수 있는 능력을 길러 줌. 교내 체육대회(2013.05.09)에 적극적으로 참여하여 경기 규칙을 준수하고, 맡은 역할에 최선을 다함으로써 학급구성원 간의 공동체 의식과 유대감을 형성하고 개인 건강 증진에 기여함. 2013년 동아리활동 및 봉사활동 소감문 쓰기 대회(2013.06.19, 2013.07.11)에 참가하여 현재까지 했던 활동들에 대해 반성하고 평가하며 앞으로의 활동들에 대한 구체적인 계획을 만들고 명확한 목표를 세우는 기회를 가짐. 제5, 6회 교내 백일장(2013.05.31, 2013.10.07)에 참여함으로써 정서를 함양하고 창작 능력을 향상시켰을 뿐만 아니라 이를 통해 인문학 서적에 대한 관심을 갖게 됨. 야영수련활동(2013.07.08-2013.07.10)을 통해서는 심신 단련, 자아탐색, 글로벌 리더십 등을 키우는 계기가 됨. 2013년 울진고 신나는 예술여행 희망콘서트 ‘오케스트라 드 서울’(2013.07.06), 영화 ‘감시자들’, ‘설국열차’(2013.11.13), 2013 세계인권선언기념 인권영화(2013.12.16) 등의 관람은 농산어촌 지역학교에 양질의 문화 체험 기회를 제공함으로써 건전한 학생문화 정착과 문화 예술을 통한 감성 체득, 바른 인성 함양에 기여함. 제18회 연호축제(2013.11.25)에의 참여는 학생들이 만들어가는 학교 축제문화를 직접 경험하고 느껴보는 기회이자 자신의 끼와 소질을 계발하고 신장하는 계기가 됨. 연호학사에서 미래명함 만들기(2013.08.01-2013.08.09), 선비문화 체험프로그램(2013.08.06-2013.08.11), 수학학습동아리(2013.09.11-2014.02.28), 교사·학부모와 함께하는 등반대회 및 수능대박 기원제(2013.10.19), 스키캠프(2014.01.18-2014.01.19)에 참여하여 민주시민으로서 요구되는 준법, 책임, 나눔과 배려, 협력의 가치를 깨달았으며, 나아가 미래를 위한 자신만의 목표의식과 책임감을 갖게 됨."
2013,2,동아리활동,106,"(통기타반)동아리를 선택하고 참여하는 것에 대한 만족도가 높고 매사에 적극적으로 참여함. 통기타 연주에 관심이 많아서 주어진 곡 뿐 만 아니라 여러 가지 곡에 관심을 가지고 연습함. 항상 밝은 얼굴로 동아리 활동에 임하며 긍정적인 자세로 모든 활동에 임함. 과제집착력이 높아서 주어진 곡을 익숙하게 연주할 때까지 집중력 있는 모습으로 연습하는 성격으로 다양한 스트로크에 능하고 아르페지오 주법에도 관심이 많음. 끈기 있는 모습으로 동아리 활동에 참여하였으며 평소 꾸준히 갈고 닦은 솜씨를 바탕으로 교내 축제인 연호제(2013.11.25)에서 10cm의 애상을 연주함.
(태권도)(72시간)3월~12월 토요스포츠데이 운영프로그램으로 매월 정기적으로 활동하였고, 평소에 연마한 태권도 실력을 학교 축제인 연호제에 발표하는 등 활발한 활동을 하였음."
2013,2,봉사활동,,"대한적십자사 주관 희망나눔 천사들의 학교에 참여하여, 월 1회 정기적인 후원을 통해 가정형편이 어려운 친구들에게 기꺼이 도움을 주는 따뜻한 마음을 가진 학생임. 천사들의 학교 협약식(2014.02.11)체결에 참가하여 나눔과 실천의 약속을 다짐함."
2013,2,진로활동,36,"본교 졸업생(성신여대총학생회장 장문정) 초청 진로 특강(2013.07.05.), 대학진학설명회(전문강사 남윤곤)(2013.07.19.), 학부모초청진로특강(울진고학부모회부회장 김덕희) (2013.11.12.)에 참여함. 직업 흥미분석 결과 본인의 흥미와 능력을 직업 선택의 중요한 기준으로 삼고 있으며 한의사, 대중가수, 임상심리사, 심리치료사, 초등교사 등의 직업에 흥미를 보임. 특히, 자연재료와 기를 활용한 한의학의 치료법과 자신의 취미와 연관된 안무, 노래, 작곡 등에 관심이 많음. 자신의 친화력과 아동에 대한 높은 관심도를 바탕으로 임상심리사와 심리치료사 및 초등교사에 대한 직업적 흥미도 보임."
2014,3,자율활동,26,"명학실 자기주도적 학습에(2014.03.0∼현재까지)우수학생들과 함께 수월성 교육과 특별 진학 관리 프로그램을 제공받음으로써, 자기주도적 학습능력 신장을 통해 성적향상을 이룸. 특히 명학실 운영 부반장 역할을 하면서 반장과 함께 전반적인 운영에 정성을 다하였으며, 학습 분위기 조성 및 청결상태, 시간관리 등 명학실 운영에 큰 기여를 함. 봉사정신 함양교육(2014.03.21)을 통해 봉사에 대한 참된 이해와 관심을 가지게 되었으며 자신이 행한 작은 봉사가 학교 또는 사회 전체에 미칠 수 있는 긍정적 영향을 깨닫게 됨. (2014.03.31.∼2014.07.19.)학생회 지도부원으로서 급식지도 및 자치순찰활동에 적극적으로 참여함. 장애이해교육주간(2014.04.14.~2014.04.18.)장애인에 대한 관심과 이해를 가지게 되었으며 더 나아가 주변의 장애인과 도움이 필요한 사람들에게 적극적인 도움을 줄 수 있는 태도를 길러 더불어 함께하는 사회를 이룩하고자 함. 교내 지리경시대회(2014.04.15.)에 참가하여 지리적 안목 육성을 통해 종합적 사고력과 창의성을 제고하고, 한국과 국제 사회가 당면하고 있는 각종 문제에 대한 해결 능력 및 글로벌 세계에 대한 이해 증진과 다른 나라와의 상호 협력 태도를 함양함. EBS-대교협 고교방문 대입정보설명회(2014.04.30.)에 참가하여 다양한 대학과 학과의 사례를 들으며 자신의 적성을 다시 한 번 생각해보고 적성과 소질에 알맞은 학과선택 의 기틀을 마련함. 자기이해 활동 및 진로 탐색을 통해 자신의 특성 및 제반 여건을 종합적으로 확인하고 이를 토대로 적합한 진로를 탐색함. 재난 대응 안전한국훈련(2014.05.13)을 통해 급작스러운 재난 상황에서 안전하게 생명을 지키는 방법을 알게 되었으며 반복적인 훈련과 예방만이 생명을 지키는 최선의 길이라는 것을 인식하게 됨. 학생 생명 존중교육 및 행사(2014.05.26.~2014.05.30.)심폐소생 더미를 이용하여 심장이 멈춘 긴박한 상황에서 생명을 되살릴 수 있는 능력을 갖추고 생명의 소중함을 되새기는 의미 있는 시간이 됨. 교내 학생 문예백일장(2014.05.30.)에 참여하여 정서를 함양하고 창작 능력을 향상시켰을 뿐만 아니라 이을 통해 다양한 인문학 서적에 대한 관심을 갖게 됨. 사제동행 작은 문화제(2014.07.17.)에 참여하여 문화 활동을 통해 정서를 순화하고 아름다운 인성을 계발하며 즐겁고 의미 있는 여가시간을 가질 수 있도록 함. 교내 체육대회(2014.07.18.)에 참여하여 신체적으로는 체력의 발달을, 정신적으로는 화합과 단결의 미덕을 일구었으며 학급의 승리를 위해 최선을 다하는 모습을 보임."
2014,3,동아리활동,,
